store_id,format,region,monthly_sales
332,Modern Trade,East,30594
333,Kirana,South,25506
334,Kirana,North,61334
335,Kirana,South,33733
336,Kirana,North,15781
337,Convenience,East,32099
338,Modern Trade,North,8752
339,Kirana,East,20201
340,Kirana,South,48192
341,Kirana,East,14128
342,Kirana,South,126993
343,Kirana,East,3904
344,Kirana,North,25086
345,Kirana,North,51485
346,Modern Trade,East,9129
347,Modern Trade,South,52116
348,Kirana,South,49726
349,Kirana,South,26504
350,Modern Trade,East,16215
351,Kirana,East,33436
352,Convenience,East,48284
353,Modern Trade,East,17299
354,Kirana,South,30356
355,Kirana,South,9563
356,Modern Trade,West,57152
357,Kirana,East,92113
358,Kirana,West,23087
359,Convenience,East,19000
360,Kirana,West,65185
361,Kirana,South,64414
362,Modern Trade,South,53104
363,Kirana,West,12053
364,Kirana,North,1726
365,Convenience,East,29368
366,Kirana,West,44103
367,Wholesale,West,23188
368,Convenience,North,63553
369,Kirana,South,19676
370,Kirana,West,7060
371,Kirana,South,23119
372,Kirana,East,41447
373,Kirana,North,13938
374,Modern Trade,South,38566
375,Kirana,West,29248
376,Kirana,North,90817
377,Convenience,North,58459
378,Kirana,North,134969
379,Convenience,North,11373
380,Kirana,North,72304
381,Kirana,East,4758
382,Modern Trade,East,61763
383,Modern Trade,North,6691
384,Convenience,West,51596
385,Modern Trade,West,38914
386,Convenience,East,42001
387,Kirana,South,4001
388,Kirana,North,49147
389,Modern Trade,West,7014
390,Convenience,East,91003
391,Wholesale,East,18743
392,Kirana,South,24565
393,Kirana,South,71627
394,Modern Trade,West,34247
395,Kirana,South,34667
396,Convenience,South,45586
397,Convenience,North,14766
398,Kirana,East,18534
399,Modern Trade,East,35458
400,Modern Trade,South,95246
401,Kirana,East,54735
402,Convenience,East,57189
403,Kirana,West,76009
404,Convenience,East,63719
405,Kirana,South,52967
406,Convenience,West,29004
407,Kirana,East,13734
408,Kirana,East,15472
409,Convenience,West,67946
410,Kirana,West,48270
411,Kirana,East,1495
412,Wholesale,North,33597
413,Wholesale,North,3235
414,Kirana,East,28888
415,Modern Trade,East,64841
416,Kirana,West,48200
417,Kirana,West,24892
418,Kirana,East,37412
419,Modern Trade,East,18818
420,Modern Trade,East,10443
421,Modern Trade,East,17700
422,Modern Trade,North,60528
423,Kirana,West,73427
424,Kirana,South,62748
425,Kirana,East,57961
426,Kirana,East,12731
427,Kirana,East,26706
428,Convenience,South,28857
429,Kirana,West,22148
430,Kirana,West,13858
431,Kirana,East,38810
432,Modern Trade,East,37743
433,Modern Trade,West,26053
434,Kirana,South,85006
435,Kirana,East,23072
436,Modern Trade,South,30359
437,Kirana,South,8965
438,Convenience,West,53435
439,Modern Trade,East,71709
440,Kirana,North,7796
441,Kirana,West,45731
442,Wholesale,West,24910
443,Kirana,North,55600
444,Kirana,East,39604
445,Convenience,South,39658
446,Convenience,South,37655
447,Wholesale,South,99354
448,Modern Trade,East,10536
449,Kirana,West,3310
450,Kirana,West,53911
451,Modern Trade,West,12817
452,Kirana,West,56524
453,Kirana,West,52237
454,Convenience,North,17371
455,Kirana,South,154699
456,Kirana,South,80904
457,Kirana,East,31115
458,Kirana,North,38264
459,Kirana,West,69112
460,Kirana,West,11347
461,Kirana,West,45917
462,Modern Trade,North,30634
463,Modern Trade,East,82723
464,Kirana,North,5856
465,Wholesale,East,40224
466,Kirana,South,11285
467,Kirana,East,46412
468,Convenience,South,34373
469,Kirana,East,37242
470,Wholesale,South,58764
471,Kirana,South,49643
472,Wholesale,West,19106
473,Kirana,East,4135
474,Convenience,West,6654
475,Kirana,South,19818
476,Wholesale,West,37818
477,Kirana,North,32031
478,Kirana,West,38729
479,Wholesale,East,70782
480,Kirana,West,20718
481,Modern Trade,North,56121
482,Modern Trade,West,36770
483,Kirana,South,75513
484,Modern Trade,South,39809
485,Kirana,South,92569
486,Convenience,East,52751
487,Kirana,West,65495
488,Kirana,South,20003
489,Wholesale,West,74467
490,Convenience,North,93615
491,Kirana,North,48627
492,Modern Trade,East,26963
493,Kirana,West,66859
494,Kirana,North,55702
495,Kirana,East,111887
496,Kirana,East,47454
497,Kirana,South,30889
498,Kirana,North,36375
499,Wholesale,West,16851
500,Wholesale,North,26341
501,Modern Trade,North,5392
502,Kirana,West,29961
503,Kirana,West,67846
504,Convenience,South,119369
505,Modern Trade,East,25187
506,Kirana,West,51210
507,Convenience,West,30882
508,Convenience,North,24801
509,Convenience,West,13371
510,Modern Trade,West,87770
511,Modern Trade,North,7705
512,Kirana,North,45207
513,Convenience,North,9746
514,Convenience,South,21296
515,Kirana,East,84701
516,Kirana,West,12954
517,Kirana,North,42179
518,Convenience,North,74645
519,Wholesale,East,44184
520,Kirana,South,45693
521,Kirana,West,43730
522,Kirana,South,64533
523,Wholesale,South,73227
524,Convenience,South,40272
525,Convenience,North,35598
526,Kirana,East,9226
527,Kirana,East,17246
528,Kirana,East,43068
529,Kirana,South,5847
530,Convenience,West,15805
531,Convenience,South,25539
532,Wholesale,East,11620
533,Wholesale,North,16229
534,Kirana,South,45568
535,Modern Trade,North,30495
536,Convenience,East,54406
537,Convenience,South,24525
538,Kirana,North,30148
539,Kirana,South,39590
540,Kirana,East,17046
541,Wholesale,West,47534
542,Modern Trade,East,13525
543,Kirana,West,18750
544,Modern Trade,West,21711
545,Modern Trade,East,19797
546,Kirana,North,34682
547,Kirana,South,19847
548,Modern Trade,South,28412
549,Kirana,South,70112
550,Modern Trade,West,74267
551,Kirana,West,394
552,Convenience,East,45532
553,Kirana,North,4424
554,Kirana,East,47771
555,Convenience,East,62572
556,Kirana,North,22624
557,Kirana,West,75622
558,Kirana,East,17527
559,Modern Trade,East,67674
560,Modern Trade,West,61453
561,Modern Trade,South,8657
562,Kirana,North,24230
563,Kirana,North,7164
564,Kirana,South,11910
565,Kirana,North,77288
566,Kirana,South,47585
567,Kirana,East,19659
568,Kirana,North,4741
569,Convenience,North,6765
570,Kirana,East,28757
571,Kirana,West,79977
572,Modern Trade,West,56657
573,Kirana,East,29638
574,Modern Trade,North,29696
575,Convenience,North,40022
576,Convenience,North,70783
577,Kirana,South,14341
578,Convenience,West,39496
579,Kirana,North,11329
580,Kirana,West,37271
581,Kirana,West,29339
582,Wholesale,North,7479
583,Kirana,East,40039
584,Kirana,East,21788
585,Modern Trade,West,24144
586,Kirana,South,15762
587,Kirana,West,36591
588,Kirana,West,34755
589,Kirana,East,54726
590,Kirana,North,43302
591,Kirana,North,15919
592,Modern Trade,South,56761
593,Kirana,East,66508
594,Kirana,East,17883
595,Convenience,West,25566
596,Kirana,East,21343
597,Modern Trade,West,33674
598,Kirana,South,16605
599,Kirana,East,53983
600,Kirana,East,13534
601,Kirana,West,23776
602,Kirana,East,42226
603,Kirana,North,33669
604,Kirana,South,34954
605,Kirana,North,12183
606,Kirana,West,29556
607,Kirana,West,64521
608,Kirana,West,52044
609,Kirana,South,25924
610,Modern Trade,East,33221
611,Kirana,North,38125
612,Modern Trade,East,76270
613,Modern Trade,West,22665
614,Kirana,East,51480
615,Convenience,South,33610
616,Convenience,West,64408
617,Kirana,East,68911
618,Kirana,North,35234
619,Convenience,West,19771
620,Modern Trade,West,63107
621,Kirana,South,32675
622,Kirana,South,10027
623,Kirana,North,7670
624,Kirana,East,32795
625,Modern Trade,East,1759
626,Kirana,West,21665
627,Kirana,West,66148
628,Modern Trade,East,74511
629,Kirana,East,66177
630,Kirana,East,33300
631,Modern Trade,West,15805
632,Convenience,South,70915
633,Kirana,South,37140
634,Kirana,North,9681
635,Kirana,East,34734
636,Kirana,East,63577
637,Kirana,East,3777
638,Kirana,North,28706
639,Kirana,East,80601
640,Kirana,South,33159
641,Kirana,East,12275
642,Kirana,North,58815
643,Kirana,West,48252
644,Kirana,West,37148
645,Kirana,South,12692
646,Convenience,South,40910
647,Kirana,South,51498
648,Modern Trade,West,9618
649,Modern Trade,East,39745
650,Kirana,North,26645
651,Kirana,North,6284
652,Kirana,East,27680
653,Kirana,West,23187
654,Modern Trade,West,29985
655,Kirana,North,20877
656,Kirana,South,7593
657,Kirana,South,77664
658,Kirana,North,144314
659,Modern Trade,North,23861
660,Kirana,East,32748
661,Kirana,East,142148
662,Wholesale,East,12474
663,Modern Trade,East,19824
664,Kirana,East,44563
665,Kirana,East,38534
666,Kirana,South,63916
667,Kirana,North,49164
668,Kirana,West,84918
669,Kirana,East,41797
670,Kirana,South,9927
671,Kirana,North,24065
672,Convenience,North,58829
673,Kirana,North,27891
674,Kirana,East,40319
675,Kirana,East,40782
676,Wholesale,West,18115
677,Kirana,East,23004
678,Kirana,North,37461
679,Wholesale,North,56986
680,Convenience,South,10374
681,Convenience,South,33848
682,Kirana,West,73544
683,Kirana,South,31977
684,Modern Trade,West,45633
685,Convenience,South,83811
686,Kirana,North,37012
687,Kirana,East,82090
688,Kirana,East,24342
689,Modern Trade,West,67894
690,Kirana,East,40178
691,Kirana,East,40970
692,Kirana,South,45841
693,Kirana,North,40367
694,Kirana,East,41525
695,Kirana,North,102729
696,Modern Trade,South,47246
697,Kirana,South,68720
698,Kirana,East,17709
699,Kirana,East,7843
700,Kirana,South,8589
701,Kirana,South,11195
702,Kirana,West,83418
703,Kirana,West,8229
704,Kirana,North,29773
705,Kirana,South,120101
706,Wholesale,North,53578
707,Kirana,South,21599
708,Convenience,North,16639
709,Kirana,West,25000
710,Modern Trade,South,41876
711,Modern Trade,South,26027
712,Kirana,North,53582
713,Kirana,North,99884
714,Kirana,East,18937
715,Kirana,East,103151
716,Convenience,West,38032
717,Convenience,South,25417
718,Wholesale,South,16431
719,Kirana,North,48848
720,Modern Trade,West,20013
721,Convenience,South,52170
722,Kirana,West,33737
723,Kirana,East,23394
724,Modern Trade,North,33268
725,Kirana,South,47681
726,Convenience,North,30181
727,Kirana,East,20046
728,Modern Trade,West,17741
729,Kirana,West,55813
730,Kirana,East,12542
731,Kirana,East,18636
732,Convenience,South,7806
733,Modern Trade,South,32010
734,Kirana,South,14383
735,Kirana,South,29981
736,Convenience,South,30799
737,Kirana,West,32228
738,Convenience,South,21660
739,Kirana,East,55539
740,Kirana,East,26044
741,Kirana,South,18960
742,Kirana,East,8618
743,Modern Trade,North,61922
744,Kirana,West,20919
745,Kirana,West,52699
746,Convenience,South,25051
747,Kirana,North,106650
748,Kirana,South,104196
749,Convenience,South,41812
750,Modern Trade,East,42202
751,Kirana,West,39004
752,Convenience,North,25822
753,Modern Trade,East,58532
754,Kirana,West,32528
755,Kirana,West,12777
756,Modern Trade,South,27544
757,Modern Trade,North,13290
758,Kirana,South,12417
759,Convenience,East,17620
760,Modern Trade,South,94991
761,Kirana,South,45639
762,Kirana,West,27608
763,Kirana,West,25641
764,Modern Trade,East,35321
765,Kirana,West,21052
766,Kirana,West,47523
767,Modern Trade,West,37316
768,Convenience,South,44107
769,Kirana,North,26228
770,Convenience,East,121293
771,Kirana,South,13161
772,Convenience,East,48125
773,Kirana,South,22110
774,Kirana,East,37112
775,Modern Trade,West,40714
776,Kirana,East,104199
777,Kirana,North,41239
778,Modern Trade,East,27150
779,Modern Trade,North,20155
780,Modern Trade,East,141946
781,Modern Trade,West,51286
782,Kirana,East,57011
783,Kirana,South,5363
784,Kirana,West,21411
785,Kirana,West,48151
786,Convenience,South,9072
787,Kirana,West,35978
788,Kirana,West,80116
789,Kirana,South,15496
790,Convenience,West,18654
791,Kirana,West,68625
792,Kirana,West,21493
793,Kirana,West,17097
794,Modern Trade,East,86504
795,Kirana,West,32493
796,Convenience,West,15336
797,Convenience,West,71600
798,Kirana,East,13054
799,Modern Trade,North,34376
800,Convenience,West,39545
801,Modern Trade,North,20295
802,Kirana,North,54901
803,Kirana,South,16685
804,Modern Trade,South,57496
805,Kirana,North,29413
806,Modern Trade,East,14519
807,Convenience,West,35005
808,Convenience,West,42826
809,Kirana,West,5323
810,Kirana,South,80683
811,Wholesale,South,31390
812,Convenience,West,23943
813,Kirana,North,40757
814,Convenience,South,34003
815,Convenience,West,22591
816,Kirana,North,41520
817,Kirana,West,57550
818,Kirana,South,25249
819,Kirana,East,2242
820,Kirana,East,52380
821,Convenience,South,31053
822,Kirana,North,14677
823,Kirana,West,43805
824,Kirana,South,14652
825,Kirana,North,51185
826,Convenience,West,12632
827,Kirana,West,21485
828,Kirana,South,6886
829,Modern Trade,West,20792
830,Kirana,East,23980
831,Kirana,East,31230
832,Kirana,West,25942
833,Kirana,South,13079
834,Kirana,West,30379
835,Kirana,South,21222
836,Kirana,South,35707
837,Convenience,East,16514
838,Kirana,East,20122
839,Kirana,North,41614
840,Modern Trade,South,26850
841,Kirana,West,8126
842,Modern Trade,South,84255
843,Kirana,East,54420
844,Wholesale,South,53142
845,Kirana,North,6782
846,Kirana,West,4202
847,Kirana,South,61996
848,Wholesale,West,12965
849,Kirana,West,36455
850,Kirana,East,20732
851,Kirana,South,4638
852,Modern Trade,West,17825
853,Kirana,East,41213
854,Convenience,North,28036
855,Kirana,North,95220
856,Kirana,South,50123
857,Kirana,West,43247
858,Kirana,South,36337
859,Kirana,West,14594
860,Kirana,East,14965
861,Modern Trade,North,31752
862,Kirana,North,17948
863,Kirana,North,84601
864,Kirana,North,49575
865,Kirana,South,67124
866,Kirana,West,2374
867,Kirana,South,42626
868,Kirana,East,8023
869,Convenience,North,75180
870,Convenience,West,47280
871,Kirana,South,51958
872,Kirana,West,53722
873,Modern Trade,South,19842
874,Kirana,West,102230
875,Kirana,West,49243
876,Kirana,North,36900
877,Modern Trade,South,21699
878,Modern Trade,East,29526
879,Kirana,West,72746
880,Kirana,East,25528
881,Kirana,North,19222
882,Modern Trade,East,45422
883,Kirana,West,31396
884,Kirana,West,19624
885,Modern Trade,West,63478
886,Kirana,South,13572
887,Modern Trade,East,26139
888,Kirana,South,15606
889,Kirana,West,100734
890,Kirana,West,48432
891,Modern Trade,North,40626
892,Convenience,North,16246
893,Convenience,West,100727
894,Kirana,South,8623
895,Modern Trade,South,25828
896,Kirana,West,28859
897,Kirana,East,8816
898,Convenience,South,34105
899,Kirana,West,18494
900,Kirana,North,80550
901,Kirana,West,10715
902,Kirana,South,51869
903,Kirana,West,34592
904,Kirana,East,61028
905,Kirana,East,28019
906,Convenience,South,14989
907,Convenience,West,88964
908,Kirana,East,88034
909,Kirana,East,52765
910,Kirana,North,46254
911,Kirana,South,39709
912,Kirana,North,48169
913,Modern Trade,North,128258
914,Kirana,East,10510
915,Kirana,West,32011
916,Kirana,North,21174
917,Kirana,South,34115
918,Convenience,South,9814
919,Modern Trade,West,14050
920,Kirana,South,12982
921,Convenience,North,47648
922,Kirana,West,31254
923,Convenience,South,7031
924,Modern Trade,South,6843
925,Kirana,North,4618
926,Kirana,North,26939
927,Kirana,North,28702
928,Kirana,North,30071
929,Modern Trade,West,17352
930,Kirana,West,23906
931,Kirana,West,27521
932,Convenience,East,31347
933,Wholesale,North,39654
934,Kirana,North,64555
935,Kirana,West,15886
936,Kirana,South,53850
937,Kirana,South,18702
938,Convenience,North,47361
939,Kirana,North,32659
940,Kirana,West,127391
941,Kirana,North,38848
942,Kirana,South,56718
943,Modern Trade,South,1376
944,Convenience,North,59985
945,Kirana,West,16662
946,Kirana,West,29273
947,Kirana,South,23350
948,Convenience,West,11759
949,Convenience,South,92509
950,Kirana,North,68238
951,Modern Trade,South,14067
952,Modern Trade,North,13033
953,Kirana,West,46318
954,Convenience,East,59069
955,Kirana,East,31530
956,Kirana,East,17487
957,Kirana,South,27231
958,Kirana,East,5828
959,Kirana,South,8219
960,Modern Trade,West,62634
961,Kirana,North,20225
962,Modern Trade,East,29416
963,Kirana,South,38887
964,Kirana,West,29221
965,Kirana,West,39979
966,Kirana,East,61150
967,Modern Trade,West,16775
968,Kirana,West,63483
969,Kirana,West,38770
970,Kirana,South,47988
971,Modern Trade,West,60571
972,Convenience,West,34813
973,Modern Trade,West,147904
974,Kirana,West,11276
975,Kirana,West,61603
976,Kirana,South,19512
977,Kirana,West,40679
978,Kirana,West,28878
979,Kirana,North,27462
980,Kirana,West,25636
981,Kirana,West,47708
982,Modern Trade,South,14052
983,Kirana,West,18545
984,Kirana,South,12874
985,Modern Trade,East,87966
986,Kirana,West,56366
987,Modern Trade,North,19375
988,Kirana,South,45585
989,Kirana,East,13285
990,Convenience,North,33046
991,Modern Trade,South,25936
992,Modern Trade,East,25603
993,Kirana,North,22393
994,Kirana,West,144250
995,Kirana,North,52127
996,Kirana,North,116705
997,Convenience,North,21514
998,Kirana,South,13565
999,Wholesale,West,38793
1000,Kirana,West,33013
1001,Kirana,South,52043
1002,Kirana,North,63276
1003,Convenience,West,5009
1004,Modern Trade,North,121216
1005,Convenience,West,40087
1006,Modern Trade,South,49660
1007,Modern Trade,East,89036
1008,Convenience,North,16473
1009,Kirana,West,29907
1010,Kirana,West,12314
1011,Kirana,West,14241
1012,Wholesale,South,63487
1013,Convenience,South,82578
1014,Kirana,East,7810
1015,Modern Trade,South,42071
1016,Convenience,North,70715
1017,Kirana,South,61110
1018,Kirana,West,35899
1019,Convenience,North,41797
1020,Kirana,South,42633
1021,Modern Trade,North,40169
1022,Kirana,North,46630
1023,Convenience,South,27637
1024,Wholesale,North,114303
1025,Convenience,West,16339
1026,Kirana,West,73760
1027,Convenience,South,18681
1028,Convenience,South,48405
1029,Kirana,West,19053
1030,Convenience,South,46470
1031,Kirana,West,31580
1032,Kirana,North,53750
1033,Kirana,South,17387
1034,Kirana,East,17098
1035,Kirana,West,98459
1036,Modern Trade,West,28814
1037,Kirana,North,43780
1038,Modern Trade,East,7174
1039,Kirana,East,34611
1040,Kirana,East,23522
1041,Kirana,West,109911
1042,Modern Trade,West,22484
1043,Kirana,East,111095
1044,Modern Trade,South,21789
1045,Convenience,East,50558
1046,Modern Trade,North,98924
1047,Kirana,East,29732
1048,Kirana,East,95103
1049,Convenience,East,60655
1050,Kirana,South,34359
1051,Convenience,East,45521
1052,Kirana,East,82632
1053,Convenience,West,43699
1054,Modern Trade,East,10093
1055,Wholesale,North,60802
1056,Kirana,West,62449
1057,Modern Trade,South,42597
1058,Kirana,West,22104
1059,Kirana,South,58303
1060,Modern Trade,South,12158
1061,Convenience,North,45033
1062,Wholesale,East,43489
1063,Modern Trade,North,35373
1064,Kirana,West,72499
1065,Kirana,South,25170
1066,Modern Trade,West,15665
1067,Kirana,South,17932
1068,Kirana,West,74135
1069,Kirana,South,51601
1070,Kirana,North,48725
1071,Kirana,South,45489
1072,Kirana,East,29803
1073,Kirana,North,14476
1074,Kirana,East,15331
1075,Wholesale,West,46595
1076,Kirana,West,24548
1077,Kirana,South,18935
1078,Modern Trade,South,30480
1079,Kirana,West,77249
1080,Convenience,North,37324
1081,Modern Trade,East,107887
1082,Kirana,West,49009
1083,Kirana,North,204352
1084,Convenience,East,42663
1085,Convenience,South,39793
1086,Kirana,North,37881
1087,Modern Trade,North,23882
1088,Kirana,West,28900
1089,Wholesale,East,121638
1090,Kirana,West,24645
1091,Convenience,South,37899
1092,Modern Trade,South,38109
1093,Modern Trade,East,26616
1094,Kirana,East,25962
1095,Kirana,East,31789
1096,Kirana,West,60709
1097,Kirana,East,85600
1098,Kirana,East,11683
1099,Modern Trade,West,107177
1100,Kirana,South,55120
1101,Kirana,South,56931
1102,Wholesale,North,19990
1103,Convenience,South,150942
1104,Convenience,East,18095
1105,Wholesale,South,40058
1106,Kirana,West,44193
1107,Kirana,South,102748
1108,Modern Trade,South,19248
1109,Modern Trade,North,41536
1110,Kirana,North,8066
1111,Convenience,East,35923
1112,Kirana,West,46985
1113,Kirana,East,23018
1114,Kirana,West,9823
